cooledVariable,middle,measureVariable,1mmAbove,1mmbelov
1006.8159294121002,1015.3393333685491,1006.9597849722626,1027.9558089773498,1030.0872847591506
1005.4690074401673,1014.0016101162475,1005.6128708501733,1026.644889983774,1028.7782612856115
1004.1206367457723,1012.6614694276899,1004.2644939113279,1025.3301950733326,1027.4651369505423
1002.7709017082066,1011.3190276452245,1002.9147392238716,1024.0118790273543,1026.1480805837966
1001.4198867067621,1009.9744011112016,1001.5636918559509,1022.6900966271683,1024.8272610152299
1000.0673297867841,1008.6273611370896,1000.2110905289179,1021.364662997531,1023.5025075572136
998.7140077217739,1007.2787136421333,998.8577127280073,1020.036411444543,1022.1746672191908
997.3596588523624,1005.9282304524521,997.5032974728483,1018.7051579209602,1020.843570212134
996.0040204675978,1004.5756815141733,996.1475827205807,1017.3707153051263,1019.50904341176
994.6478709183885,1003.2218755665893,994.7913475502068,1016.0339215148573,1018.1719388305025
993.2909477242553,1001.8665829811133,993.4343301518004,1014.694590137606,1016.832084112998
991.9333352644898,1000.5099201000946,992.0766155935081,1013.3528759547015,1015.4896480891018
990.5751179183833,999.1520032658824,990.7182889434748,1012.0089337474724,1014.1447995886684
989.2160321466317,997.7926007448908,989.3590873208233,1010.6625734429912,1012.7973622910249
987.8568580648673,996.432524784774,987.9997915894909,1009.31463905976,1011.4481948175113
986.4973322562395,995.0715439282966,986.6401389926342,1007.9649410358169,1010.0971214002473
985.1371909436837,993.709425791491,985.2798664079327,1006.6132880030013,1008.7439643194178
983.7772147831655,992.3469840121393,983.9197552475513,1005.2605266891717,1007.3895851243288
982.4171400552613,990.9839863932597,982.5595424478616,1003.906466118243,1006.033806518277
981.0570511392627,989.6205492772019,981.19931307701,1002.5512610715441,1004.6767973311173
979.6970324144617,988.2567890063146,979.8391522031417,1001.1950663304041,1003.3187263927041
978.3368201396398,986.8924727084775,978.4787967371732,999.8376891606359,1001.9594145159605
976.977195007088,985.5284151467143,977.1190281336961,998.4799792202933,1000.5997264008428
975.6178932252108,984.164383486955,975.7595832534188,997.121743969122,999.239483067259
974.2586513335671,982.8001449216563,974.4001992885849,995.7627903288814,997.8785049665006
972.9002495277066,981.4365141740511,973.041657196473,994.4039687646231,996.5176576514674
971.5424242319987,980.0732583852825,971.6836940537773,993.0450862731491,995.1567616507554
970.1852598257346,978.7104938977003,970.3263949286437,991.6862976357884,993.7959857942194
968.8288406882061,977.3483370536532,968.9698448892179,990.32775763387,992.4354989117141
967.4729042590168,975.9865557490036,967.6137820322336,988.9692734083708,991.0751217163967
966.1182290416446,974.6259634491087,966.2589856148888,987.6116951840489,989.7157194535623
964.7645522524854,973.2663278495819,964.9051935094682,986.2548299787818,988.3571126975457
963.4116121304567,971.9074176258237,963.5521446168033,984.8984855406727,986.9991228373856
962.0601664892508,970.5500203437789,962.2005973498794,983.5434808682818,985.6425809566568
960.7098574999135,969.1937822407325,960.850193812942,982.1894728135421,984.2871434777026
959.3606546059128,967.8386730808304,959.5009032659831,980.8364353727661,982.9327815925468
958.0125272507181,966.4846626282182,958.1526949689943,979.4843425422655,981.5794664932126
956.6651001338312,965.1313744059541,956.8051934197691,978.132822511012,980.2268232893878
955.3190324424537,963.7794709222951,955.459057660095,976.7825411151914,978.8755155873249
953.9739486124665,962.4285754306236,954.1139119224969,975.4331263119257,977.5251682397804
952.6294740873542,961.0783122166387,952.7693814534127,974.0842069458417,976.1754070830397
951.2862665428813,959.7293422400897,951.4261237737288,972.7364475218405,974.8268942480307
949.9439511823833,958.3812895402261,950.0837638882267,971.3894766726735,973.4792553362366
948.6024974493293,957.0341238811934,948.7422710568989,970.0432683946533,972.1324615396812
947.2618747871882,955.6878150271378,947.4016145397369,968.6977966840919,970.786484050388
945.9217097228963,954.3419883799482,946.06142067346,967.3526913451753,969.4409497680756
944.582657726198,952.9973026282881,944.7223447590401,966.0086149303975,968.0965186599278
943.244345122997,951.6533829663024,943.3840129308916,964.6651970653575,966.7528174277386
941.9063989964329,950.3098553727126,942.0460520854717,963.3220680500967,965.409473520791
940.5694736803722,948.9673773592925,940.7091163806654,961.9798894254253,964.0671457850121
939.2331960803934,947.6255747202443,939.3728325342365,960.6382913327715,962.7254614938881
937.8975356399651,946.2844172197138,938.0371698061771,959.297247768447,961.3843918394429
936.562461802557,944.9438746218475,936.7020974564795,957.9567327287649,960.0439080137005
935.2276024218052,943.6035737118857,935.3672431570471,956.6163772069993,958.7036382343301
933.8936102514654,942.2641703498574,934.0332594755187,955.2768413242043,957.3642397736072
932.56011300673,940.9252911751905,932.6997739444577,953.9377559483307,956.0253407102837
931.2267389096593,939.5865633641489,931.3664146065988,952.5987524087068,954.6865696345585
929.8941399536902,938.2486419714904,930.0338332643071,951.2604901343053,953.3485830515193
928.5619442459097,936.9111540508903,928.7016578445886,949.9226003491044,952.0110094345752
927.2301212297867,935.574069366495,927.3698576074352,948.5850570494164,950.6738199757503
925.8986403487905,934.2373576824506,926.038401812839,947.2478342315534,949.3369858670686
924.5671302825236,932.9006466718696,924.7069189641477,945.9105636517523,948.0001361720695
923.2362420702219,931.564590357106,923.3760599031483,944.5739038518807,946.6639264122815
921.9056043156314,930.2288163273904,922.045453056812,943.2374865161132,945.3279855713332
920.5748458789994,928.892952461051,920.7147271104105,941.9009435769406,943.9919429082604
919.2446174148008,927.5576523467862,919.3845325182709,940.564933203749,942.6564535314704
917.9145477308983,926.2225438022675,918.0544979129005,939.2290872769416,941.3211466422167
916.5846062707599,924.8875965916399,916.7245925542906,937.8933797928298,939.985993432522
915.2547624778551,923.5527804790499,915.3947857024332,936.5577847477263,938.6509650944108
913.9246453570182,922.2177235300036,914.0647061883795,935.2219342347039,937.3156910652124
912.5949052344339,920.8830789201371,912.7350041355467,933.8864860686954,935.9808260598695
911.2651711016679,919.5484746930058,911.4053083615727,932.5510723239745,934.6459994948065
909.9350719564188,918.2135389335212,910.0752476905245,931.2153251100664,933.3108408258147
908.605258115671,916.8789247552837,908.7454722361749,929.8799021890255,931.9760047087847
907.2753585873251,915.5442602444783,907.4156108327896,928.5444356715511,930.6411206007305
905.9453428148507,914.2095151652512,906.0856327403606,927.2088995539559,929.3061596936759
904.6151802417169,912.8746592817488,904.7555072188799,925.873267832552,927.9710931796453
903.284499697255,911.5393205563902,903.4248629233599,924.5371725111224,926.635550397677
901.9539517960678,910.2041523090542,902.0943502663315,923.2012715299176,925.3001862002893
900.623165416805,908.8687825421395,900.7635979523567,921.8651969271831,923.9646299646212
899.2917691938848,907.5328390516639,899.4322344405592,920.5285805633542,922.6285108711406
897.9604141082663,906.1969754670856,898.1009105116366,919.1920806454034,921.2924840673799
896.628728867157,904.8608196476268,896.769254697874,917.8553290882027,919.9561787940356
895.296689497457,903.5243478064561,895.4372428809193,916.5183054131329,918.6195723591619
893.964298359792,902.1875619528358,894.1048774290444,915.1810112418514,917.2826665349353
892.6312231533553,900.850128189341,892.7718260931954,913.8431112513323,915.945126828487
891.2981552275963,899.5127396106985,891.438780256483,912.5052974631263,914.6076458185763
889.9647623683313,898.1750623966268,890.1054077569363,911.1672346207147,913.269889085953
888.6307120286033,896.8367624312449,888.7713760980396,909.8285872125153,911.9315219289915
887.2966960570335,895.4985332526894,887.4373771647324,908.4900476426824,910.5932373500242
885.9623819864178,894.1600408157259,886.1030785406774,907.1512804606509,909.2547007149855
884.6277787608125,892.8212935786395,884.7684892158023,905.8122928131464,907.9159199120819
883.292895324274,891.4822999997149,883.4336181800351,904.4730918468941,906.5769028295202
881.9573987654095,890.1427256423036,882.0981325704746,903.1333417726588,905.2373144581534
880.6219816731613,888.8032646969051,880.7627250163397,901.7937355590504,903.8978484254548
879.28631120444,887.4635827866896,879.4270627233991,900.4539374687016,902.5581697797394
877.9500542566643,886.1233453085299,878.0908126365346,899.1136115677372,901.217943351577
876.6139038080223,884.783246792379,876.7546677763037,897.7734511195347,899.8778630950645
875.2775268173666,883.4429526884319,875.4182951493526,896.4331202365985,898.5375938921757
873.9409322287532,882.1024714549732,874.0817037456092,895.0926260656535,897.1971436311168
872.6041289862397,880.7618115502889,872.7449025550027,893.7519757534266,895.8565202000956
871.2667837144119,879.4206381371115,871.4075582481019,892.4108331615837,894.5153882029499
869.9295899485727,878.0796462245015,870.0703644055974,891.0698919715679,893.1744420573389
868.5922143632924,876.738501017686,868.7329877483152,889.7288160822765,891.8333464084059
867.2543234469344,875.3968675648997,867.395094809855,888.3872692546562,890.4917657481827
865.9166110141177,874.0554411106971,866.057379451752,887.0459453770793,889.1503947240003
864.5787435963198,872.7138867393102,864.7195082509575,885.7045082422331,887.8088978631362
863.2407301375968,871.3722129090238,863.3814901973992,884.3629649968436,886.4672830537976
861.9025795820054,870.030428078123,862.0433342810053,883.0213227876361,885.1255581841912
860.5639582366799,868.6881971473315,860.7047068531365,881.6792452442954,883.7833876004073
859.2255602901473,867.3462156670535,859.3663021513148,880.3374265268674,882.4414662517587
857.887052081206,866.0041485631824,858.0277865587436,878.9955302876284,881.0994585094834
856.5480998357306,864.6616606739203,856.688826345059,877.6532200994617,879.7570286563397
855.2093979116372,863.3194476812101,855.3501159181371,876.311190241505,878.4148717743619
853.8706125595946,861.9771744419276,854.0113215725518,874.9691043037443,877.0726521653978
852.5317527236592,860.6348494143571,852.6724522982306,873.6269694329046,875.7303777176542
851.1928273478877,859.2924810567844,851.3335170851019,872.2847927757118,874.388056319338
849.8535025685298,857.9497341465292,849.9941821126368,870.9422378469824,873.0453521880557
848.5144729342016,856.6073044981276,848.6551419805508,869.5999990511372,871.7029605462449
847.175404594497,855.2648568967443,847.3160628817429,868.2577399109457,870.360545620502
845.83596365937,853.922056109158,845.976610969206,866.9151239283419,869.0177716135781
844.4968447368976,852.5795979774844,844.6374809025178,865.5728455390008,867.6753337836803
843.157713943508,851.2371472698496,843.2983388411938,864.23056824732,866.332896336491
841.8185802232581,849.8947124445396,841.9591937751626,862.8882992000252,864.9904671602175
840.4794525202046,848.5523019598387,840.620054694352,861.5460455438423,863.6480541430666
839.1399969462794,847.2095806082714,839.2805877536624,860.2034707958339,862.3053215034264
837.8009081170534,845.8672441912897,837.941487620364,858.8612693705661,860.9629644783279
836.4618521394826,844.5249574919385,836.602420444372,857.5191047784167,859.6206472789921
835.1224951541692,843.1823853441788,835.2630524093548,856.1766405674856,858.2780341574285
833.7835317262156,841.8402234730858,833.9240781319528,854.8345710957549,856.9358202894857
832.4446279843769,840.4981366966434,832.585163783943,853.492559899149,855.5936699139463
831.1057928727101,839.1561334731371,831.246318355254,852.1506141243941,854.2515909190178
829.7670353352721,837.814222260852,829.9075508358139,850.8087409182159,852.9095911929072
828.428019466919,836.4720659980621,828.5685253562958,849.466602324279,851.5673333423464
827.089428966979,835.1303501617813,827.2299256286008,848.1248845741655,850.2255036572639
825.7509172202366,833.7887276324207,825.8914050350136,846.78324173376,848.8837560205766
824.412137692129,832.4468513859496,824.5526170388624,845.4413279456651,847.5417443992288
823.0737718233177,831.1054047495209,823.2142430851524,844.0998277348474,846.2001532167382
821.7354730605687,829.7640406765913,821.8759366184432,842.7583952256545,844.8586364200248
820.3972375218357,828.422755586326,820.5376937566973,841.4170280155963,843.5171914551004
819.0590613250713,827.0815458978907,819.1995106178769,840.0757237021837,842.1758157679772
817.7205980141647,825.740064686072,817.8610407442492,838.7341365100737,840.8341634159203
816.3825288679047,824.3989950758039,816.5229654179718,837.3929507970481,839.492918638537
815.0445074164788,823.0579901239445,815.1849381675132,836.0518207725842,838.1517354763369
813.7061872389204,821.7167029535705,813.846612570577,834.7104007031918,836.810268032932
812.3682495407479,820.3758165902865,812.508669835466,833.3693748611026,835.4692004532743
811.0303478902748,819.0349841419901,811.1707635290663,832.0283974994917,834.1281868261822
809.6924784054544,817.6942020278467,809.8328897693411,830.6874662158692,832.7872245976675
808.354637204239,816.3534666670216,808.495044674252,829.3465786077459,831.4463112137422
807.0164779043548,815.0124312447351,807.156881860683,828.0053889990803,830.1051008421816
805.6786816289664,813.6717786577206,805.8190824536074,826.6645815441307,828.7642774963418
804.3409019900486,812.3311620806031,804.4813000640611,825.3238105565962,827.4234953324735
803.0027926166151,810.990234724888,803.1431883205089,823.9827303875246,826.082408549004
801.6650346062729,809.6496794319888,801.8054283217806,822.6420251351515,824.7417010960238
800.3272815852671,808.3091494055661,800.4676736934747,821.3013491421101,823.4010271623974
798.9895296715505,806.9686410647854,799.1299205535539,819.9607000059113,822.0603841941371
797.651774983076,805.6281508288116,797.7921650199801,818.620075324065,820.7197696372547
796.31367114779,804.2873319346184,796.4540607206386,817.2791294804617,819.3788377281824
794.9758992604644,802.9468671680978,795.1162887505485,815.9385465045756,818.0382723377307
793.6381129512466,801.6064097629637,793.7785027396991,814.5979807749588,816.6977276960394
792.2999658355136,800.2656129604679,792.4403563036989,813.2570866878257,815.3568580544968
790.9621390301935,798.9251595351947,791.1025305591373,811.9165482461563,814.0163472520388
789.6242861558463,797.5847027278866,789.7646791267093,810.5760198426725,812.6758495357233
788.2864033304251,796.244238957709,788.4267981243769,809.2354990748847,811.3353623515618
786.9484866718832,794.9037646438273,787.0888836701026,807.8949835403037,809.9948831455669
785.6101897547711,793.5629330162886,785.750589339157,806.5541276433806,808.6540661809751
784.2721937727,792.222426867503,784.4125963238369,805.213615367546,807.3135952697563
782.9341523103735,790.8818994315925,783.0745582094678,803.8731011168343,805.9731246740863
781.595718905917,789.5410039208776,781.7361285351883,802.5322392932575,804.6323086564631
780.2575748228102,788.2004231604709,780.3979885625777,801.1917138832798,803.2918310283721
778.919373612313,786.8598103695182,779.0597918438111,799.8511792903412,801.9513460532116
777.5811113923792,785.5191619671848,777.7215344968516,798.5106331119528,800.6108511769942
776.2427842809612,784.1784743726361,776.3832126396609,797.1700729456246,799.2703438457315
774.9040457355985,782.8374007503126,775.0444797312794,795.8291531769992,797.9294783076117
773.5655771759734,781.4966240165028,773.7060171885128,794.4885578222039,796.588938399471
772.22703207773,780.1557973470569,772.3674784884087,793.1479412713855,795.2483783736673
770.8880638381256,778.8145738666836,771.0285170300181,791.8069578929825,793.907452461955
769.5493539944238,777.4736365683844,769.6898143471425,790.4662917356844,792.5668445320758
768.2105559649688,776.132638591028,768.351023859822,789.1255971742794,791.2262088219157
766.8716658677131,774.7915763537793,767.0121416860188,787.7848718062775,789.8855427774864
765.5326798206104,773.450446275804,765.6731639436954,786.4441132291897,788.5448438448003
764.1932511005733,772.1089013972571,764.3337439120469,785.1029757704805,787.2037662151454
762.854061480586,770.7676248756641,762.9945633596183,783.7621435577123,785.862993833927
761.5147662261915,769.4262713415014,761.6552775464877,782.4212717360638,784.5221817127972
760.1750283490711,768.0845016359086,760.3155494486384,781.0800186449623,783.1809880682234
758.835541558429,766.7430084629815,758.9760727243696,779.7390733219341,781.8401017718179
757.4959708530362,765.4014542533104,757.6365123290248,778.3980949241035,780.4991818605049
756.1563241262957,764.0598448555301,756.2968761101172,777.0570858987167,779.1582306460763
754.8166092716111,762.718186118276,754.9571719151614,775.7160486930211,777.8172504403242
753.4764911709725,761.3761403873604,753.6170645830234,774.3746424170921,776.4759002320865
752.1366637282205,760.0344005081768,752.2772479661326,773.0335561868708,775.1348689731196
750.7967918397559,758.692628836923,750.9373869177444,771.692449118708,773.7938156587969
749.4565403564602,757.3504876972371,749.5971462456104,770.3509803076125,772.4523992619028
748.1166032504533,756.008669983353,748.2572198704167,769.0098389015379,771.1113087680759
746.7766453809645,754.6668380248019,746.9172726082767,767.6686839998885,769.7702031548603
745.4366746413976,753.3249976702192,745.5773123067039,766.3275180499113,768.4290847340477
744.0966989251554,751.9831547682402,744.2373468132125,764.986343498853,767.0879558174298
742.7563830716965,750.6409716354981,742.8970409238842,763.6448194291455,765.7464753628756
741.4164210860928,749.2991411877239,741.5570885927909,762.3036350170299,764.4053323888154
740.076477806045,747.9573257399567,740.2171546143298,760.9624493462002,763.0641858549175
738.7362180884112,746.6151876225975,738.8769038016934,759.6209214990613,761.7226947172038
737.3963359095267,745.273419728334,737.5370300807598,758.2797406537882,760.3815479995737
736.0564961184297,743.931684381481,736.1971982570093,756.938565892168,759.0404046580735
734.7167066085228,742.5899874306735,734.8574161779557,755.5973996614475,757.6992670044945
733.3769752732101,741.2483347245469,733.5176916911132,754.256244408874,756.3581373506287
732.0369670387688,739.906388646399,732.1776896783779,752.9147592293392,755.0166746612595
730.6973757528001,738.5648419906113,730.8381039382663,751.5736332791765,753.6755679457234
729.3578663236561,737.2233571269081,729.4985993349165,750.2325256495276,752.3344761658677
728.018103743522,735.8815964882963,728.1588408155613,748.8910954502966,750.9930582988366
726.6787817342473,734.5402527742309,726.8195220540723,747.5500318096724,749.652003331021
725.3395652640286,733.1989883996533,725.480307973896,746.2089938319288,748.3109702348535
724.0004622262695,731.8578092131986,724.1412064225462,744.867983964313,746.9699613221258
722.661480514373,730.5167210635025,722.802225247537,743.5270046540717,745.6289789046298
721.3222852707868,729.1753864963682,721.4630295451773,742.1857150486605,744.287681991947
719.9835699269403,727.8344979931452,720.1243127012325,740.8448042042985,742.9467595085528
718.6449995911876,726.4937180740836,718.7857397781788,739.5039312596778,741.6058704563573
717.3062395203904,725.1527093706391,717.4469759858873,738.1627553923056,740.2646738715096
715.9679829232127,723.8121641973497,716.1087144890275,736.8219656001779,738.9238586271264
714.6298950163596,722.4717451556252,714.7706204576099,735.4812210501586,737.5830837499094
713.2919836932352,721.131458094101,713.4327017391486,734.1405241894951,736.2423515516509
711.9542568472423,719.7913088614123,712.0949661811572,732.7998774654333,734.9016643441422
710.6163799663486,718.4509602617126,710.7570792229565,731.4589401180972,733.5606812196474
709.2790458071114,717.1111042716313,709.4197335803625,730.1184010233832,732.2200909420127
707.9419198072369,715.7714036577892,708.0825946427897,728.7779194076381,730.879552591095
706.6046676176144,714.4315213459319,706.745328011345,727.437154556076,729.5387252999324
705.2679816750203,713.092149073996,705.4086260842988,726.0967952562922,728.198297752599
703.9315275740204,711.7529497257024,704.0721544068246,724.756500777845,726.8579290679506
702.5953132080176,710.4139291496863,702.7359208264363,723.416273567981,725.5176215577789
701.2593464704158,709.0750931945834,701.3999331906479,722.076116073947,724.1773775338756
699.9232933240521,707.7361050187378,700.0638574103886,720.7356876686365,722.8368562090699
698.5878455919112,706.3976559023762,698.7283852743301,719.3956769674179,721.4967461108122
697.2526691704021,705.0594089543308,697.3931826274226,718.0557433243965,720.1567064347905
695.9174302337916,703.721027490481,696.0579155906078,716.7155461725952,718.8163964488142
694.5828143526862,702.3831982006506,694.7232697412203,715.3757723672918,717.476503068567
693.2484584509489,701.0455629475865,693.388882141498,714.0360731122843,716.1366780250332
691.9143354084881,699.7081019009705,692.054725854918,712.6964410045514,714.7969146085151
690.5804181052123,698.3707952304844,690.720773944957,711.3568686410712,713.4572061093146
689.246337982629,697.0332807833714,689.3866580273949,710.0170056858191,712.1172028483486
687.9127508327631,695.6962234010214,688.0530340961875,708.677530612338,710.777584064455
686.5792880548646,694.3592608987702,686.7195337251353,707.3380930721507,709.4380000670675
685.2455811755573,693.0220311891235,685.3857886145804,705.9983427552178,708.098101201246
683.912285795802,691.6851989677139,684.0524545686623,704.6589580774236,706.7585666523884
682.5790334207966,690.3484021303718,682.719163266435,703.3195887219633,705.4190467592254
681.2457969304498,689.0116208467799,681.3858877713759,701.9802272858158,704.0795348120595
679.9125492046703,687.6748352866192,680.052601146962,700.6408663659591,702.740024101192
678.5789217730573,686.3376833696142,678.71893509653,699.3011556577543,701.400164977561
677.2455701959022,685.0008297515749,677.3855453837481,697.9617735568092,700.0606366062198
675.9121260160966,683.663912360936,676.0520637251473,696.6223697611958,698.7210893403658
674.578220681695,682.3265690608208,674.7181217430938,695.2825939467674,697.3811735138465
673.2445098952478,680.9894646050092,673.3843753425059,693.9431245424599,696.0415683207419
671.9106251389326,679.6522368805668,672.0504561796348,692.6036112325247,694.701924102313
670.5765392926577,678.3148660571754,670.7163373179575,691.2640466139395,693.3622341488622
669.2422252363319,676.9773323045175,669.3819918209516,689.924423283684,692.0224917506915
667.9073141432262,675.6392732898355,668.047051038098,688.5843908471895,690.6823471788059
666.57246223074,674.3013541332842,666.7121713856026,687.2446278647581,689.3424797443803
665.2373007409853,672.9632125514352,665.3769842813142,685.904783959696,688.0025397344234
663.9014605990263,671.6244860330662,664.0411208282103,684.5645086724351,686.6621773616167
662.5655984978449,670.2858400400297,662.7052379148137,683.2244806875918,685.3220720486281
661.2293454521773,668.9469121256639,661.3689667331595,681.8843495691586,683.9818740292967
659.8926743419324,667.607682459651,660.0322803467252,680.5441079141139,682.6415765939244
658.5555580470185,666.2681312116728,658.695151818988,679.2037483194363,681.3011730328135
657.2176269399567,664.9278954715282,657.3572117041609,677.8629201793154,679.9603134270836
655.8795387840973,663.5876414736423,656.0191179538132,676.5223024613749,678.6196774539372
654.5409240763515,662.2470063977598,654.6805012456982,675.181544592842,677.2789152242406
653.2014127743723,660.9056270333525,653.3409917219923,673.8402958574113,675.937676719557
651.8616634504143,659.5641702002679,652.0012481376474,672.4992354380095,674.5966418110477
650.5213062073526,658.2222727931561,650.6609007790715,671.1580126570561,673.2554605151771
649.1803139250953,656.8799149816986,649.3199227097411,669.8166201115291,671.9141261222467
647.838659483551,655.5370769355773,647.9782869931338,668.4750503984072,670.5726319225588
646.4959720100703,654.1933948421854,646.6356229467814,667.132952579323,669.2306276973953
645.1529117027956,652.8495367001417,645.2925909404421,665.7910062718507,667.888793709891
643.8091078690163,651.5051388274035,643.9488204703617,664.4488605858243,666.546779784818
642.4641890545535,650.159836989172,642.6039402765015,663.1061644268867,665.2042355626678
641.1188165997772,648.814300013217,641.2586118630702,661.7635977189045,663.8618415830015
639.7726192512789,647.4681638105361,639.912464169433,660.420809421408,662.5192475349546
638.4255698889672,646.1214085508111,638.5654702590674,659.0777921313761,661.1764467088294
637.0776413927506,644.7740144037241,637.2176031954508,657.7345384457874,659.833432394928
635.7284612003878,643.4256163292996,635.8684906180216,656.3906969724029,658.4898539647413
634.3786928336557,642.0768847402758,634.518796197552,655.0469482213767,657.1463924872428
633.0279639658008,640.7274547678585,633.1681478073666,653.7029408638338,655.8026973911564
631.6759012863918,639.3769608280184,631.8161723438011,652.3583233060531,654.4584178659505
630.3231697927548,638.0260744063698,630.4635349431436,651.0137764554671,653.11423533949
628.9693964307779,636.674430105297,629.1098627563064,649.6689487874053,651.7697990636303
627.6145762395511,635.3220236477209,627.7551508606259,648.3238386629017,650.4251075375355
626.2587928948906,633.9689129695197,626.3994823888755,646.9784674992142,649.0801800958169
624.9018048088186,632.6148249053423,625.0426150963249,645.6325179530993,647.7346968794026
623.5444124834427,631.2605261199881,623.6853487347344,644.2867062055509,646.3893711921684
622.186374536721,629.9057436001739,622.3274412638904,642.9407149697169,645.043883226014
620.8274489254123,628.5502038372103,620.968649987,641.594226774926,643.6979130066453
619.4684371434455,627.1946742390229,619.6097756407142,640.2479580779069,642.3521740872354
618.1090972722218,625.8388813925415,618.250575651992,638.9015914435009,641.0063465256096
616.7495351467388,624.4828987868833,616.8911551674657,637.5551540530215,639.660454865241
615.3898566019941,623.1267999111652,615.5316193337675,636.2086730877816,638.3145236496032
614.0298193779701,621.7703110608165,614.1717252391395,634.8618310039303,636.9682328380557
612.6702255376321,620.4142001296017,612.812274184766,633.5153444393517,635.6222961478829
611.3108328101208,619.058193414493,611.453023248038,632.1688958509118,634.2763935391448
609.9513991305429,617.7020173191929,610.0937297112919,630.8221677343678,632.9302050068051
608.5927262529086,616.346439577367,608.7351945682865,629.4758766692648,631.5844442157918
607.2345720201895,614.9911865378128,607.377175009743,628.1297051311988,630.2387911429171
605.8770422673831,613.6363316896471,606.0197761822938,626.783680301483,628.8932703316542
604.5202428294875,612.2819485219877,604.6631032325715,625.437829361431,627.547906325477
603.1639325087773,610.9277639953187,603.3069143048418,624.0918350120064,626.2023793043726
601.8089114604103,609.5745448238185,601.9520088036089,622.7464134571377,624.8574025946407
600.4549382590423,608.22201781899,600.5981446469195,621.4012473428313,623.512656326698
599.1017725524616,606.8699105012054,599.2450808192939,620.056019576698,622.1678208669641
597.7502128860925,605.5189885213158,597.893615125492,618.7114459702508,620.8236091877268
596.4000185988109,604.1689791942636,596.5435062430505,617.3672093552644,619.4797015869825
595.0512955256141,602.8199560091657,595.1948593186016,616.0233369130522,618.1361226082048
593.7041495015002,601.4719924551393,593.847779498778,614.6798558249274,616.7928967948671
592.3583421253707,600.1248173620024,592.5020277069234,613.3364494820937,615.449704949783
591.0146681759073,598.7791938557916,591.1583980047538,611.9938327636745,614.1072592038712
589.6728888076155,597.4348504668184,589.8166508740264,610.6516889502414,612.7652402601034
588.3327671152983,596.0915170364008,588.4765487244975,609.3097018066826,611.4233292585519
586.9950949671274,594.7499547240225,587.1388827258221,607.9685854856307,610.0822376744699
585.6596349322161,593.4098930150473,585.8034147654056,606.6280236204638,608.7416465292356
584.3264928455619,592.071405398592,584.4702499898801,605.2880433924946,607.4015803663223
582.9957745421624,590.7345653637736,583.1394935458784,603.9486719830368,606.0620637292035
581.6672461518797,589.3991048140203,581.810910858875,602.6095939189579,604.7227784457162
580.3416936082533,588.0657808786742,580.485287201692,601.2715218637279,603.3844346470042
579.0188823799703,586.7343250111307,579.1623873428497,599.9341401779078,602.0467140107904
577.6985807431835,585.4044705779323,577.841978840394,598.5971339290874,600.7092988529984
576.3815704201436,584.0769718386402,576.5248427827684,597.2612147201709,599.372898347451
575.0676189445353,582.7515616533167,575.2107459902998,595.9260674315627,598.0371946411058
573.7568321513564,581.4283135110788,573.8997936096208,594.5917192445766,596.7022122774363
572.4493158756045,580.1073009010438,572.5920907873641,593.2581973405255,595.3679757999158
571.1448425124352,578.788260004526,571.2874091741883,591.9251878273653,594.0341684636027
569.8441856815784,577.471939545619,569.9865218079149,590.5934002620642,592.7014975954693
568.5471169002369,576.1580751050805,568.6891994668804,589.2625205305966,591.3696462501887
567.2534113602468,574.8464047789528,567.3952165804742,587.9322354486784,590.038298321733
565.963837169271,573.537673518322,566.1053407098215,586.6032531786368,588.7081598780998
564.6781685598986,572.231618762225,564.819345331224,585.2752602933274,587.378914594023
563.3965113671279,570.9283139997797,563.5373355913147,583.9482839740638,586.0505870129765
562.1189714259565,569.6278327201026,562.259416636726,582.6223514021591,584.7232016784337
560.8453442296145,568.3299380831307,560.9853833246013,581.2971812423793,583.396473252969
559.5764630612263,567.0354754154329,559.716069256033,579.9736316120739,582.0712532546452
558.3121977419878,565.7443145091461,558.4513444214322,578.6515734092228,580.747403849635
557.0524228203294,564.4563285378442,557.1910835111868,577.3308790592231,579.4247886077793
555.7979795752292,563.1723792357895,555.9361283228069,576.0124348951108,578.1042864969866
554.5487412979726,561.8923388535295,554.6863522962462,574.6961128797158,576.7857606586712
553.3049043447011,560.6164097599224,553.441952057342,573.382123235519,575.4694129686599
552.0666650715556,559.3447943238257,552.2031242319318,572.070676185001,574.1554453027791
550.8339050671404,558.0773711114002,550.9697505180596,570.7616472738961,572.8437241484359
549.6074517814512,556.8149913307969,549.742658949634,569.4559168636822,571.5351228968368
548.3871852945821,555.5575323660877,548.5217297225538,568.1533597684099,570.2295073485317
547.1729920227205,554.3048766409055,547.3068493437642,566.8538540520211,568.9267463618221
545.9656899115201,553.0578678038993,546.0988363804033,565.558275201054,567.6277087411897
544.7651637178337,551.816386941171,544.8975756862399,564.2665003862915,566.3322625030146
543.571609797803,550.5806364215784,543.7032638871115,562.9787398302147,565.0406095231239
542.3852245075689,549.3508186139795,542.5160976088553,561.6952037553044,563.7529516773437
541.2059033145398,548.1268234072227,541.3359723798817,560.4157754989031,562.4691628091213
540.0344463132922,546.9094797785879,540.163688976108,559.1413202698628,561.1901020110779
538.8707470605351,545.6986760203303,538.9991410210582,557.8717202432517,559.9156420263088
537.7147070579301,544.4943071223902,537.8422300603705,556.6068625665029,558.645660309745
